feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
intercept,-5.37773,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
result_conc1_type_F,0.26018,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
result_conc1_type_T,-0.86063,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
test_exposure_type_NR,-0.10846,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
test_exposure_type_R,0.21908,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
test_exposure_type_S,0.09879,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
test_media_type_SW,-0.3319,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
result_obs_duration_mean,-0.10557,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
chem_mw,-0.75188,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
chem_mp,-0.03075,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
chem_ws,-0.02226,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
chem_rdkit_clogp,-0.53201,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,totallyrandom,1e-05,trainvalid
intercept,-5.31107,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
result_conc1_type_F,0.32141,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
result_conc1_type_T,-0.89841,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
test_exposure_type_S,0.04542,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
result_obs_duration_mean,-0.11723,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
chem_mw,-0.7683,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
chem_mp,-0.01517,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
chem_ws,-0.02993,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
chem_rdkit_clogp,-0.552,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,molar,occurrence,0.01,trainvalid
intercept,0.00125,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
result_conc1_type_F,0.25566,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
result_conc1_type_T,-0.93432,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
test_exposure_type_NR,-0.1033,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
test_exposure_type_R,0.21551,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
test_exposure_type_S,0.11535,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
test_media_type_SW,-0.38174,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
result_obs_duration_mean,-0.10608,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
chem_mw,-0.58585,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
chem_mp,-0.02172,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
chem_ws,-0.05162,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
chem_rdkit_clogp,-0.53267,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,totallyrandom,1e-05,trainvalid
intercept,0.10968,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
result_conc1_type_F,0.30956,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
result_conc1_type_T,-0.99734,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
result_obs_duration_mean,-0.11748,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
chem_mw,-0.60251,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
chem_ws,-0.05999,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
chem_rdkit_clogp,-0.55396,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,none,mass,occurrence,0.01585,trainvalid
intercept,-4.69294,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
result_conc1_type_F,0.17868,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
result_conc1_type_T,-0.77033,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
test_exposure_type_NR,-0.05205,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
test_exposure_type_R,0.24176,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
test_exposure_type_S,0.07287,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
result_obs_duration_mean,-0.21571,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS019,-0.77859,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS021,1.21388,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS022,-0.98675,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS023,-1.26777,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS025,-0.1346,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS028,-1.14177,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS031,-0.99381,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS032,-0.97178,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS034,0.19384,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS035,-0.27262,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS036,0.02185,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS038,-0.21065,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS041,-0.35906,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS042,0.43554,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS043,-0.24954,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS044,-0.27262,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS047,0.21197,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS048,0.08617,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS049,-1.00526,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS050,0.23882,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS051,1.45385,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS052,0.35402,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS053,-0.6172,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS054,0.36042,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS057,0.30791,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS059,0.89097,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS060,-0.43246,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS061,-0.43246,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS062,0.45273,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS065,-0.61505,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS066,0.15534,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS067,1.16393,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS069,0.40471,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS071,0.39563,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS072,0.00323,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS073,-0.54359,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS074,-0.30904,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS075,0.02099,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS077,0.79768,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS078,-0.29643,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS079,-0.24457,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS081,-1.22107,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS083,-0.79851,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS084,-0.35274,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS085,0.85253,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS087,0.20749,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS088,0.81773,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS089,0.17397,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS091,0.04042,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS093,-0.50122,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS094,0.49493,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS095,-0.06495,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS096,0.50826,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS097,0.20586,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS098,0.26706,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS099,-0.91042,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS100,-0.20224,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS101,-0.62949,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS102,-0.34665,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS103,-0.29074,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS104,0.58715,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS105,0.59762,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS107,-0.54678,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS108,-0.23006,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS109,0.14188,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS110,0.63081,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS111,-0.57217,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS112,-0.06618,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS113,-0.32313,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS114,-0.15044,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS115,0.2103,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS116,0.3497,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS121,1.16787,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS122,-0.60271,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS123,0.47852,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS124,-0.38362,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS125,-0.15091,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS126,0.44102,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS127,-0.24969,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS128,-0.22534,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS129,0.1614,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS130,-0.03098,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS131,0.19578,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS132,-0.47427,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS133,0.35952,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS134,0.43312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS136,-0.57063,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS137,-0.52607,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS138,0.05762,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS139,0.26059,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS140,0.26238,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS141,0.04615,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS142,-0.49367,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS143,-0.24969,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS144,0.19062,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS147,0.15184,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS149,0.10951,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS150,-0.10251,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS151,-0.16994,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS152,0.89437,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS153,-0.19632,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS154,-0.49352,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS155,0.09947,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS157,-0.64327,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS158,0.66994,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS159,0.43224,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS160,0.01573,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS163,-0.08003,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS164,0.32164,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS165,-0.54621,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
MACCS166,1.02212,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
chem_mw,-0.46079,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
chem_mp,0.0238,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
chem_ws,-0.08708,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
chem_rdkit_clogp,-0.65666,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,totallyrandom,0.001,trainvalid
intercept,-4.79317,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
result_conc1_type_F,0.25249,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
test_exposure_type_R,0.20771,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
result_obs_duration_mean,-0.23969,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS019,-0.45102,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS021,1.17594,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS022,-1.20752,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS023,-0.86245,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS028,-1.10608,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS034,-0.3463,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS036,-0.17966,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS041,-0.36787,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS042,0.35631,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS047,0.43167,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS049,-0.21959,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS051,0.72368,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS053,-0.67195,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS057,0.48155,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS062,0.71382,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS067,0.34668,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS069,0.63533,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS070,-0.2974,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS072,0.21268,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS074,-0.21511,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS076,-0.49822,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS077,0.5942,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS083,-0.94425,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS085,0.30582,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS088,-0.20062,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS091,0.14419,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS092,0.01181,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS093,-0.14801,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS096,0.49478,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS099,-0.26456,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS102,-0.28832,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS103,-0.28019,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS104,0.53662,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS106,-0.17785,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS109,0.23404,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS110,0.3343,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
MACCS111,-0.66651,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-1,MACCS,molar,occurrence,0.00631,trainvalid
