feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
chem_mol2vec081,0.12382,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec082,-0.31639,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec084,-0.08565,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec085,0.23847,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec086,-0.15377,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec087,0.40757,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec088,-0.02296,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec089,0.06544,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec091,0.54229,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec093,-0.58432,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec097,0.02241,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec099,0.25156,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec100,0.4471,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec101,-0.48631,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec103,0.25364,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec104,0.25022,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec106,0.43879,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec107,-0.35106,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec110,-0.03826,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec111,0.37524,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec113,0.1869,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec114,0.20153,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec115,0.49157,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec116,0.15363,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec117,0.06417,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec118,-0.48846,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec120,-0.46573,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec121,0.23517,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec123,-0.16629,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec125,-0.42504,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec127,-0.42269,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec129,-0.21281,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec131,-0.61086,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec133,-0.14673,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec134,0.55371,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec136,-0.1965,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec137,-0.00112,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec138,-0.45962,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec140,0.40721,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec142,1.01831,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec143,-0.2525,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec144,0.03333,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec148,-0.10252,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec149,-0.23925,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec151,-0.33302,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec152,0.42065,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec158,-0.51633,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec159,0.14283,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec160,-0.36017,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec162,0.23798,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec163,0.02134,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec164,0.34435,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec165,-0.00348,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec167,0.24301,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec172,-0.63799,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec173,-0.33167,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec176,-0.32346,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec177,0.15717,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec180,0.25191,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec181,-0.11823,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec183,-0.35093,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec186,-0.28879,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec188,0.04302,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec189,-0.2099,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec191,-0.22372,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec192,-0.08949,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec193,-0.39217,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec197,-0.45312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec198,0.00638,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec199,-0.25274,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec205,-1.48177,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec206,-0.02782,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec207,0.161,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec209,0.05214,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec211,0.03833,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec213,-0.39518,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec215,0.0754,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec216,-0.6363,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec217,-0.68143,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec218,-0.25124,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec220,0.23804,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec221,-0.73891,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec222,-0.12432,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec223,0.03894,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec224,-0.10642,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec226,-0.33355,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec227,0.78804,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec228,-0.5003,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec229,-0.16178,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec231,0.27259,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec232,0.00383,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec235,-0.07127,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec236,0.0122,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec238,0.04866,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec240,-0.03084,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec242,-0.75241,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec247,-0.05731,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec248,-0.63157,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec253,-0.67686,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec256,0.33747,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec257,0.05976,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec258,-0.7642,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec260,-0.20493,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec262,0.29658,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec266,0.7051,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec268,0.12125,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec269,-0.75691,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec271,0.49556,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec275,-0.52303,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec276,-0.32473,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec277,0.34054,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec279,0.16066,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec280,0.99733,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec281,0.55363,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec285,0.64634,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec286,0.15792,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec287,-0.16074,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec289,-0.33303,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec290,-0.0934,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec291,0.2707,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec293,-0.28569,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec294,-0.27876,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec296,0.10855,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mol2vec299,-0.23658,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_mp,-0.01012,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_ws,-0.09296,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
chem_rdkit_clogp,-0.374,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,totallyrandom,0.00251,trainvalid
intercept,0.10225,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec009,-0.09877,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec056,0.19997,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec057,-0.2645,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec061,0.42511,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec082,-0.05656,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec121,0.28947,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec158,-0.26543,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec198,-0.23834,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec206,-0.04986,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec255,-0.18388,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec256,0.08321,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec265,0.26719,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec280,0.30308,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec289,-0.16256,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_mol2vec296,0.01008,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_ws,-0.27259,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
chem_rdkit_clogp,-0.2801,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,mol2vec,mass,occurrence,0.1,trainvalid
intercept,-4.73685,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
result_conc1_type_F,0.03538,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
test_exposure_type_NR,-0.02321,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
test_exposure_type_R,0.21603,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
test_exposure_type_S,0.16052,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
result_obs_duration_mean,-0.17292,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_nAcid,3.73924,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_C1SP2,-0.4035,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_C3SP2,-1.03279,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_C3SP3,-2.37366,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_C4SP3,-0.11105,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_NdsCH,-4.62166,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_n5aHRing,-4.04873,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_n6aHRing,-0.33517,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_nG12FHRing,0.05312,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_n10FaRing,1.49074,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_nG12FaRing,-1.54476,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_n10FaHRing,-1.07576,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_nG12FaHRing,0.88234,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_n10FARing,-0.26725,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_n9FAHRing,-0.2058,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS3dv,0.81828,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS5dv,0.41462,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS6dv,-0.91721,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS7dv,0.62729,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS8dv,-0.6534,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS7d,3.14956,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS5Z,-0.56282,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS3m,-0.05125,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS4m,0.90929,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS8m,-0.27595,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS2p,-1.2542,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS6p,-0.03421,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS5i,1.26525,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS7i,-2.21738,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATS8i,-0.56737,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_AATS0i,0.24753,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATSC0dv,1.74552,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATSC1dv,-0.70766,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATSC2dv,-0.29156,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATSC3dv,-0.23759,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
chem_mordred_ATSC4dv,0.01207,trainvalid,chemprop,none,none,exp-dropfirst,s-F2F-3,Mordred,molar,totallyrandom,0.001,trainvalid
