challenge,chem_fp,groupsplit,conctype,set,fold,chem_prop,tax_pdm,tax_prop,exp,best_hp,idx_hp,n_estimators,eta,gamma,max_depth,min_child_weight,subsample,r2,rmse,mae,pearson
t-A2A,Mordred,totallyrandom,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,153,50,0.2,0,3,5,1.0,0.69346,0.78607,0.57802,0.83464
t-A2A,Mordred,totallyrandom,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,208,50,0.2,1,6,3,0.5,0.84471,0.55837,0.39868,0.91948
t-A2A,Mordred,totallyrandom,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,208,50,0.2,1,6,3,0.5,0.67441,0.79457,0.59135,0.82421
t-F2F,Mordred,totallyrandom,mass,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,323,100,0.3,0,9,5,1.0,0.96053,0.30103,0.18744,0.98012
t-F2F,Mordred,totallyrandom,mass,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,323,100,0.3,0,9,5,1.0,0.89424,0.4921,0.31156,0.94568
t-C2C,Mordred,totallyrandom,molar,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,46,100,0.1,0,12,5,0.5,0.94328,0.47619,0.27426,0.97133
t-C2C,Mordred,totallyrandom,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,46,100,0.1,0,12,5,0.5,0.85163,0.76918,0.48111,0.92321
t-F2F,Mordred,totallyrandom,molar,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,43,100,0.1,0,12,3,1.0,0.96862,0.29109,0.17874,0.98426
t-F2F,Mordred,totallyrandom,molar,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,43,100,0.1,0,12,3,1.0,0.90909,0.49462,0.31123,0.95347
t-C2C,Mordred,totallyrandom,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,159,100,0.2,0,6,1,1.0,0.93192,0.49018,0.29237,0.96561
t-C2C,Mordred,totallyrandom,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,159,100,0.2,0,6,1,1.0,0.83311,0.7665,0.48451,0.91304
t-C2C,Mordred,occurrence,molar,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,76,50,0.1,1,9,3,0.5,0.92211,0.55906,0.36082,0.96083
t-C2C,Mordred,occurrence,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,76,50,0.1,1,9,3,0.5,0.66681,1.12798,0.8262,0.82684
t-C2C,Mordred,occurrence,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,28,50,0.1,0,9,3,0.5,0.91904,0.53531,0.33746,0.95935
t-C2C,Mordred,occurrence,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,28,50,0.1,0,9,3,0.5,0.63634,1.11403,0.81107,0.80884
t-A2A,Mordred,occurrence,molar,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,1,50,0.1,0,3,1,1.0,0.79877,0.62987,0.45926,0.8955
t-A2A,Mordred,occurrence,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,1,50,0.1,0,3,1,1.0,0.49381,1.01023,0.78659,0.72374
t-F2F,Mordred,occurrence,mass,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,71,100,0.1,1,6,5,1.0,0.9021,0.4675,0.32564,0.95064
t-F2F,Mordred,occurrence,mass,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,71,100,0.1,1,6,5,1.0,0.57207,0.96837,0.74782,0.7733
t-A2A,Mordred,occurrence,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,337,50,0.3,1,3,1,1.0,0.78188,0.64095,0.4748,0.88623
t-A2A,Mordred,occurrence,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,337,50,0.3,1,3,1,1.0,0.4667,1.00882,0.78523,0.71568
t-F2F,Mordred,occurrence,molar,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,14,100,0.1,0,6,1,0.5,0.91937,0.46085,0.32465,0.95936
t-F2F,Mordred,occurrence,molar,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,14,100,0.1,0,6,1,0.5,0.6356,0.97356,0.7445,0.80973
