feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
pcp664,-0.35071,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp665,2.51798,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp667,-0.16143,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp668,0.2384,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp669,0.32141,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp670,0.34815,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp671,0.88961,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp672,-0.45295,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp673,0.65089,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp674,0.52008,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp675,-0.46169,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp676,0.72727,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp679,-0.05173,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp680,-0.65385,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp681,0.39002,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp682,0.19851,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp684,-0.03056,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp685,0.18574,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp686,0.60942,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp687,-0.5393,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp688,0.15089,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp689,0.45632,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp690,-0.64406,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp691,-0.21959,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp692,0.51372,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp693,1.07369,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp695,-0.70388,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp696,-0.08268,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp697,-0.22181,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp698,-0.07811,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp699,0.37042,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp700,-0.2593,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp701,0.67716,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp702,0.87993,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp703,0.09496,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp704,0.07917,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp705,-0.57515,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp707,0.65021,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp708,0.44716,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp709,0.44156,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp710,-0.68083,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp711,-0.07524,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp712,-0.23881,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp713,-0.8602,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp714,0.94241,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp716,0.24112,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp717,-0.34342,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp721,-1.41291,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp722,-0.18095,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp728,-0.09115,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp731,1.57611,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp734,0.53534,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp735,-0.10709,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp737,-0.32088,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp738,0.1324,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp740,2.98945,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp743,0.03787,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp749,-0.80707,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp750,0.05095,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp752,0.06362,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp755,-0.24698,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp758,0.2229,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp759,0.0453,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp761,-1.3936,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp763,0.34377,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp764,-0.88196,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp771,-0.01727,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp773,-0.14263,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp776,0.49267,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp777,-0.82488,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp782,-0.84167,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp784,1.52359,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp785,-0.18095,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp791,-0.09115,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp794,-1.6706,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp797,-0.69369,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp798,-0.46323,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp800,-0.0491,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp801,0.15748,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp806,0.03787,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp813,0.05095,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp818,0.37294,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp819,0.31966,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp822,0.07038,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp824,1.63531,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp826,0.34377,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp827,-0.88196,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp834,-0.01727,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp836,1.1283,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp839,0.50154,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp843,0.72146,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp857,-0.68623,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp860,0.72041,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp864,0.72146,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
pcp878,-0.68623,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
chem_mw,-0.13497,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
chem_mp,-0.11819,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
chem_ws,-0.08333,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
chem_rdkit_clogp,-0.63419,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_food_B,0.93809,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_food_C,0.2308,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_food_D,0.23935,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_food_H,0.22928,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_food_O,0.35402,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_food_P,-0.30097,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_climate_A,0.30271,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_climate_B,0.02328,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_climate_C,0.17253,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_climate_D,-0.11042,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_climate_E,-2.03136,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_climate_M,-0.1629,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_MA,0.11948,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_MC,-0.06208,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_MI,-0.97165,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_MN,0.39451,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_MP,0.21235,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_TA,-0.22021,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_TH,-0.05624,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_eco_ecozone_TN,-0.14537,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_ps_ampv,-0.00481,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_ps_ampkap,0.02925,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_ps_amppm,-0.00931,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_lh_amd,-0.06851,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
tax_lh_licm,0.02312,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,totallyrandom,4e-05,trainvalid
intercept,0.61554,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
result_conc1_type_F,0.14668,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
result_obs_duration_mean,-0.20273,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp039,-0.60092,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp115,-0.90762,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp180,0.29492,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp299,0.15048,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp308,0.74242,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp335,-0.40035,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp368,-0.48195,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp374,-0.06072,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp375,0.33405,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp391,0.33774,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp419,-0.57096,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp440,0.24697,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp441,-0.22591,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp590,-0.84855,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp672,-0.32331,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp697,-0.17447,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp710,0.12849,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
pcp712,0.00274,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
chem_mw,-0.39473,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
chem_mp,-0.1587,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
chem_ws,-0.0777,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
chem_rdkit_clogp,-0.22995,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
tax_eco_food_D,0.18916,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
tax_eco_climate_M,-0.22751,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
tax_ps_ampkap,-0.03262,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
tax_ps_amppm,0.06543,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
tax_lh_licm,-0.0509,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,mass,occurrence,0.02512,trainvalid
intercept,-4.56616,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
result_conc1_type_F,0.03735,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
result_conc1_type_T,-0.37725,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
test_exposure_type_NR,0.09801,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
test_exposure_type_R,0.17833,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
test_exposure_type_S,0.16565,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
test_media_type_SW,-0.17464,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
result_obs_duration_mean,-0.18398,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0001,-0.37994,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0002,0.10092,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0013,0.47727,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0024,0.60389,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0034,0.33077,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0035,0.02878,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0043,1.16717,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0067,-0.16578,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0069,0.50725,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0080,0.04934,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0081,0.45569,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0084,0.2651,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0091,-0.061,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0092,-1.2632,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0094,-0.30888,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0097,-1.27129,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0102,0.02991,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0104,-0.11883,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0110,0.36931,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0113,0.18484,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0114,-0.23295,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0116,-0.68801,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0118,-0.51663,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
Morgan0119,0.52317,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,totallyrandom,1e-05,trainvalid
