feature,value,set,chem_prop,tax_pdm,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,alpha,fold
Morgan0809,-0.63147,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0833,-0.06003,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0890,-0.20475,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0910,-0.19251,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0914,0.62064,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0930,0.99009,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0935,-0.21618,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0950,0.9123,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0961,0.37148,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0974,0.38255,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan0984,-0.027,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1004,-0.15613,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1005,-0.34144,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1011,-0.35655,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1019,-0.33477,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1027,-0.35537,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1028,0.22932,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1034,-0.17562,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1035,-0.28389,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1039,0.16805,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1057,0.01615,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1059,0.59495,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1063,-0.14588,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1073,-0.77593,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1077,-0.89876,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1089,0.69511,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1104,0.37642,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1109,-0.28973,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1110,0.58523,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1143,-0.41498,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1145,0.46257,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1152,0.1164,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1163,0.63152,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1168,-0.14625,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1182,0.28358,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1187,0.10996,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1195,-0.2108,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1199,-0.16519,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1203,-0.66185,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1209,-0.11663,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1213,-0.64317,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1214,-0.35237,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1218,0.67804,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1243,-0.24099,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1255,0.68056,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1257,-0.41466,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1287,-1.12257,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1309,0.12462,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1325,0.13695,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1348,0.30277,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1365,-0.10345,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1366,-0.45187,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1370,0.38171,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1380,-0.42962,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1384,-1.7342,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1386,-0.49848,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1388,-0.31972,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1410,0.1308,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1440,0.20209,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1444,-0.59741,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1452,0.23324,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1456,0.34708,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1457,0.25193,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1476,0.14662,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1482,-0.92631,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1517,-0.62882,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1522,0.21866,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1536,0.35542,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1554,-0.32346,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1570,0.6063,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1573,-0.43546,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1581,-0.15888,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1582,-0.63384,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1597,-0.27962,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1602,-0.25786,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1629,-0.27609,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1631,0.48819,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1645,-0.16703,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1683,-0.21836,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1696,-0.15043,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1697,-0.37695,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1703,-0.05479,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1722,0.12258,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1723,0.61348,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1747,0.21638,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1764,-0.19054,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1791,-1.78602,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1804,0.23643,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1808,0.91524,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1814,-0.43114,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1816,-0.06511,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1823,0.23432,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1831,-0.40289,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1853,-0.59904,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1866,-0.2502,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1873,0.08797,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1875,-0.71698,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1896,0.12647,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1908,0.20958,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1911,0.22645,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1928,0.36459,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1956,-0.34087,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1963,-0.558,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1978,-0.42989,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1980,0.9801,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1984,-0.79649,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan1989,0.70014,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
Morgan2004,0.11099,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
chem_mw,-0.29363,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
chem_mp,-0.15544,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
chem_ws,-0.00341,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
chem_rdkit_clogp,-0.47699,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_food_D,0.10061,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_food_H,0.2532,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_food_O,0.07532,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_food_P,-0.3127,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_climate_A,0.17786,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_climate_B,-0.0223,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_climate_C,0.11927,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_climate_D,-0.16387,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_climate_M,-0.07995,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_ecozone_MC,-0.38711,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_ecozone_MP,0.10194,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_ecozone_TA,-0.31519,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_eco_ecozone_TH,0.0921,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_ps_ampv,0.0249,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_ps_ampkap,-0.02288,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_ps_amppm,-0.00249,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_lh_amd,-0.03025,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
tax_lh_licm,0.00666,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,molar,occurrence,0.00158,trainvalid
intercept,0.78266,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
result_conc1_type_F,0.03625,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
result_conc1_type_T,-0.39605,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
test_exposure_type_NR,0.10311,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
test_exposure_type_R,0.1788,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
test_exposure_type_S,0.16683,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
test_media_type_SW,-0.1652,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
result_obs_duration_mean,-0.18418,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0001,-0.34866,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0002,0.11015,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0013,0.49969,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0024,0.56642,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0034,0.2932,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0043,1.1656,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0052,0.01098,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0067,-0.21303,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0069,0.48102,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0080,0.04738,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0081,0.45509,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0084,0.22769,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0091,-0.05845,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0092,-1.25903,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0094,-0.31412,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0097,-1.29734,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0104,-0.08828,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0110,0.41242,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0113,0.1944,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0114,-0.19927,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0116,-0.71439,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0118,-0.47786,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0119,0.54442,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0140,0.352,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0145,0.02086,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0147,-0.88289,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0151,-0.22923,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0157,0.54704,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0164,-0.01541,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0165,-0.09542,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0184,-0.05889,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0190,0.6639,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0191,0.23435,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0192,0.22187,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0193,0.38436,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0199,-0.11455,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0202,-0.29519,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0205,0.09158,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0207,0.14727,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0216,0.27924,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0222,0.12504,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0227,0.19843,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0231,0.23336,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0235,-0.94915,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0237,-0.657,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
Morgan0249,0.41309,trainvalid,chemprop,none,taxprop-migrate2,exp-dropfirst,t-F2F,Morgan,mass,totallyrandom,0.0001,trainvalid
