challenge,chem_fp,groupsplit,conctype,set,fold,chem_prop,tax_pdm,tax_prop,exp,best_hp,idx_hp,n_inducing,tax_pdm,r2,rmse,mae,pearson
s-C2C,MACCS,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.65896,1.0626,0.76208,0.81645
s-C2C,pcp,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.83746,0.75524,0.51961,0.91532
s-C2C,pcp,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.79136,0.85288,0.58605,0.88978
s-C2C,pcp,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.80637,0.77408,0.53574,0.89825
s-C2C,pcp,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.75763,0.86274,0.59763,0.87059
s-C2C,pcp,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.82413,0.72798,0.49468,0.90802
s-C2C,pcp,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.58299,1.11131,0.81293,0.77246
s-C2C,pcp,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.89314,0.60483,0.38255,0.94533
s-C2C,pcp,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.621,1.11852,0.80088,0.79611
s-C2C,Morgan,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.86938,0.63572,0.41362,0.93285
s-C2C,Morgan,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.79003,0.80447,0.53029,0.88899
s-C2C,Morgan,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.82905,0.77442,0.53852,0.91072
s-C2C,Morgan,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.78905,0.85794,0.59581,0.88853
s-C2C,Morgan,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.84212,0.73542,0.50496,0.91786
s-C2C,Morgan,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.68452,1.02797,0.74918,0.83054
s-C2C,Morgan,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.82323,0.72996,0.50012,0.90753
s-C2C,Morgan,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.61698,1.06464,0.76115,0.79036
s-C2C,ToxPrint,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,2,500,none,0.85455,0.71442,0.48791,0.92463
s-C2C,ToxPrint,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,2,500,none,0.80483,0.82642,0.56423,0.89728
s-C2C,ToxPrint,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.86428,0.64807,0.42669,0.92997
s-C2C,ToxPrint,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.79794,0.78943,0.52669,0.89343
s-C2C,ToxPrint,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,0,100,none,0.79587,0.83648,0.59017,0.89224
s-C2C,ToxPrint,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,0,100,none,0.61771,1.12808,0.80988,0.78919
s-C2C,ToxPrint,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.81874,0.73964,0.51035,0.90502
s-C2C,ToxPrint,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,1,250,none,0.57026,1.1268,0.8159,0.76162
s-C2C,mol2vec,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.89045,0.61995,0.39858,0.94394
s-C2C,mol2vec,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.8292,0.77194,0.51033,0.91073
s-C2C,mol2vec,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.87556,0.62053,0.39899,0.93612
s-C2C,mol2vec,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.80424,0.77589,0.51257,0.8969
s-C2C,mol2vec,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.8936,0.60365,0.38297,0.94551
s-C2C,mol2vec,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.6562,1.06845,0.76975,0.81567
s-C2C,mol2vec,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.87924,0.60341,0.38321,0.93795
s-C2C,mol2vec,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.61332,1.06678,0.7672,0.79004
s-C2C,Mordred,totallyrandom,molar,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.89037,0.62011,0.40134,0.94387
s-C2C,Mordred,totallyrandom,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.82166,0.78909,0.52117,0.90664
s-C2C,Mordred,totallyrandom,mass,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.87289,0.62719,0.4053,0.93468
s-C2C,Mordred,totallyrandom,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.7981,0.78867,0.51721,0.89353
s-C2C,Mordred,occurrence,mass,train,mean,chemprop,none,none,exp-dropfirst,True,2,500,none,0.85883,0.65251,0.42933,0.92696
s-C2C,Mordred,occurrence,mass,valid,mean,chemprop,none,none,exp-dropfirst,True,2,500,none,0.59833,1.08797,0.78661,0.78446
s-C2C,Mordred,occurrence,molar,train,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.89253,0.60672,0.38468,0.94493
s-C2C,Mordred,occurrence,molar,valid,mean,chemprop,none,none,exp-dropfirst,True,3,1000,none,0.64218,1.09094,0.78805,0.80805
