challenge,chem_fp,groupsplit,conctype,set,fold,chem_prop,tax_pdm,tax_prop,exp,best_hp,idx_hp,n_estimators,max_depth,max_features,max_samples,min_samples_leaf,min_samples_split,r2,rmse,mae,pearson
t-A2A,Mordred,totallyrandom,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,100,50,100,sqrt,1.0,1,5,0.84175,0.56357,0.40554,0.91894
t-A2A,Mordred,totallyrandom,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,100,50,100,sqrt,1.0,1,5,0.67436,0.79614,0.58897,0.82305
t-F2F,Mordred,totallyrandom,mass,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,99,300,100,sqrt,1.0,1,2,0.96345,0.28968,0.17549,0.98173
t-F2F,Mordred,totallyrandom,mass,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,99,300,100,sqrt,1.0,1,2,0.8893,0.50343,0.31347,0.94306
t-C2C,Mordred,totallyrandom,molar,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.94882,0.45235,0.26406,0.97445
t-C2C,Mordred,totallyrandom,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,27,300,50,sqrt,1.0,1,2,0.84525,0.78515,0.49131,0.91967
t-F2F,Mordred,totallyrandom,molar,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.96888,0.28986,0.17566,0.98444
t-F2F,Mordred,totallyrandom,molar,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,171,300,200,sqrt,1.0,1,2,0.90549,0.50438,0.31374,0.95161
t-C2C,Mordred,totallyrandom,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.94182,0.4531,0.2645,0.97096
t-C2C,Mordred,totallyrandom,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.82509,0.78412,0.49027,0.90868
t-C2C,Mordred,occurrence,molar,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.94703,0.46064,0.26488,0.97337
t-C2C,Mordred,occurrence,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,24,50,50,sqrt,1.0,1,2,0.65518,1.14787,0.83902,0.82228
t-C2C,Mordred,occurrence,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.94086,0.45739,0.26303,0.97027
t-C2C,Mordred,occurrence,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,25,100,50,sqrt,1.0,1,2,0.62013,1.13308,0.82754,0.8021
t-A2A,Mordred,occurrence,molar,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,161,100,200,sqrt,0.5,1,5,0.78768,0.6477,0.46752,0.88951
t-A2A,Mordred,occurrence,molar,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,161,100,200,sqrt,0.5,1,5,0.40313,1.09396,0.85141,0.67119
t-F2F,Mordred,occurrence,mass,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.95992,0.29905,0.17718,0.97985
t-F2F,Mordred,occurrence,mass,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,170,150,200,sqrt,1.0,1,2,0.54765,0.99791,0.76445,0.76281
t-A2A,Mordred,occurrence,mass,train,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,92,50,100,sqrt,0.5,1,10,0.75505,0.68113,0.4976,0.8717
t-A2A,Mordred,occurrence,mass,valid,mean,chemprop,none,taxprop-migrate2,exp-dropfirst,True,92,50,100,sqrt,0.5,1,10,0.39765,1.07421,0.83766,0.67129
t-F2F,Mordred,occurrence,molar,train,mean,none,none,taxprop-migrate2,exp-dropfirst,True,0,50,50,sqrt,0.25,1,2,0.93133,0.42531,0.27595,0.96543
t-F2F,Mordred,occurrence,molar,valid,mean,none,none,taxprop-migrate2,exp-dropfirst,True,0,50,50,sqrt,0.25,1,2,0.61751,0.99682,0.77324,0.79967
